	gt	ms_total
231	39	0.016113603351678652
232	36	0.012722150822186697
233	50	0.013893695331875918
234	24	0.023270999038918844
235	60	0.022382135514383093
236	0	0.015821383165355373
237	7	0.0073925095513397215
238	37	0.008942174342939075
239	82	0.020186844694307413
240	75	0.024096389540320368
241	62	0.040265334094158604
242	63	0.021499644950205888
243	78	0.019504845719210007
244	45	0.01664127396557505
245	33	0.022735968935504947
246	46	0.024685738983425607
247	14	0.02243360038959653
248	44	0.02849219233742985
249	24	0.025559966424025082
250	17	0.011304856523697162
251	20	0.022198516617862804
252	28	0.0113364282681438
253	16	0.011402301900190719
254	31	0.031185770016968373
255	44	0.022582204264119787
256	39	0.016911420207740262
257	12	0.021249168567771804
258	12	0.01549299930906065
259	6	0.017087957287267645
260	10	0.025953043609098374
261	72	0.04261410682309378
262	62	0.03245927013827087
263	44	0.01983796621724618
264	48	0.025665850882489422
265	73	0.026329100456113873
266	72	0.031071648100714125
267	63	0.025374482632851247
268	32	0.019386757559487405
269	48	0.024078864545543244
270	49	0.02969174927609425
271	20	0.011742139868186216
272	35	0.016644642165048316
273	31	0.019739970203313056
274	57	0.025507170074263858
275	25	0.018882717692751218
276	40	0.015459512319585705
277	15	0.03531623620888314
278	47	0.02261781761977365
279	56	0.020837599195396756
280	50	0.03228304423279043
281	74	0.029288859216452082
282	68	0.025330523357696633
283	72	0.04289740567291155
284	77	0.04121393192617478
285	86	0.046645798950213306
286	13	0.05713604512685347
287	26	0.014488604579945205
288	26	0.025562019788679762
289	59	0.02101518739787352
290	49	0.018086996866073582
291	87	0.023788888059093568
292	75	0.03416612568645472
293	73	0.02204818453038687
294	91	0.02119516326815576
295	83	0.019272729764655935
296	85	0.0443881700802961
297	27	0.008842229783900315
298	82	0.026204614828283304
299	27	0.013515991609033643
300	50	0.025659879862572513
301	46	0.01595022563527516
302	18	0.027703476486226147
303	20	0.015358503790548208
304	39	0.026659542813629797
305	2	0.023674030139570996
306	74	0.03588030401118115
307	24	0.014119497886608002
308	51	0.026537250933895678
309	60	0.03478689459662507
310	51	0.033768192140055026
311	23	0.020450046544814936
312	66	0.03309958615278344
313	60	0.02923312102667078
314	25	0.03745997036152943
315	10	0.03195992053286476
316	28	0.05237215455510543
317	0	0.014351395199962846
318	44	0.025115664225358752
319	36	0.027466645120835173
320	36	0.010290735899500325
321	43	0.026861817843071466
322	38	0.017980884282310507
323	52	0.02692648860976477
324	57	0.02026139196513778
325	34	0.01989239658418829
326	0	0.006875885595418989
327	61	0.024134317086719564
328	80	0.05414498984196547
329	75	0.03313976763873514
330	85	0.034617547297685236
331	80	0.03265860151080896
332	23	0.0518461034779911
333	88	0.06387107002910682
334	22	0.03331742574712525
335	86	0.04343852283707907
336	83	0.02883308548607121
337	63	0.04269645987873402
338	60	0.02813038555497284
339	23	0.018532338252727147
340	43	0.015177179020186962
341	28	0.013842591523513284
342	63	0.015829050422269314
343	79	0.037198444565378484
344	70	0.02561534840102724
345	7	0.016820927641281843
346	36	0.03132886781792798
347	17	0.027943423801914086
348	37	0.04662183559556013
349	42	0.03495183759719263
350	3	0.01722150876778169
351	80	0.04325181378048478
352	87	0.04997121626404213
353	43	0.013409944772286991
354	77	0.03407256344706713
355	74	0.03273096738978534
356	68	0.049767798152896094
357	34	0.013825898041373214
358	67	0.03288927945032021
359	37	0.016832813742535698
360	53	0.04099990849469376
361	19	0.016520903268528436
362	25	0.02495733964014198
363	40	0.02400775236512816
364	49	0.02503688565650664
365	59	0.024836694202708152
366	54	0.02609065042879542
367	68	0.03216104230942692
368	67	0.03394822822956115
369	81	0.03691564655914086
370	79	0.040735421790699444
371	95	0.0627178697142519
372	84	0.05841924639892884
373	76	0.048992897545227065
374	86	0.04666053552673314
375	10	0.010475260245914787
376	63	0.031954277749762054
377	43	0.0174600246489445
378	38	0.009546218062688608
379	30	0.050028467957448815
380	48	0.1348026712140167
381	28	0.03441002721347958
382	42	0.03207128555785119
383	36	0.03751183867007882
384	54	0.03922288886720137
385	26	0.038648174394879144
386	6	0.01667711597644545
387	53	0.02884041157845536
388	43	0.04820804085162104
389	14	0.006513983739743659
390	50	0.040739917690883046
391	40	0.042421488484893556
392	29	0.010078955840579709
393	30	0.035032855509762574
394	64	0.026936870011820935
395	75	0.05168105031569379
396	43	0.04535385539691444
397	51	0.029808982210545672
398	88	0.02494388640892774
399	33	0.028231554312143897
400	56	0.022546978338976325
401	31	0.029878883116237192
402	72	0.02562472509713716
403	35	0.009826558322343885
404	41	0.022794542798984258
405	51	0.03168732163330911
406	49	0.01880015636173958
407	67	0.020243748345736907
408	59	0.01965116584052799
409	26	0.014566298949446279
410	28	0.020938050141178183
411	55	0.03183467302922086
412	29	0.013232778309681432
413	35	0.02564467133434915
414	15	0.01588168640653527
415	50	0.017833740973149645
416	46	0.014974233786935298
417	50	0.03643570434419859
418	43	0.03625391489305912
419	54	0.016080737315415216
